auc,ap,discriminator_out,discriminator_learning_rate,learning_rate,hidden1,hidden2,weight_decay,dropout,features,seed,iterations,alpha,eta,theta,beta,radius
0.0,0.0,0.0,0.001,0.001,256.0,128.0,0.0,0.0,1.0,1.0,400.0,0.7,1.0,1.0,0.1,0.0
